name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,5000,28936,17594,7.9,17594,7.9,7.98,28936,7.98
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,10000,86484,52870,23.75,35276,15.85,23.84,57548,15.86
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,15000,101503,62081,27.89,9211,4.14,27.98,15019,4.14
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,20000,115364,70589,31.71,8508,3.82,31.8,13861,3.82
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,25000,130601,79951,35.92,9362,4.21,36.0,15237,4.2
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,30000,155287,95103,42.73,15152,6.81,42.8,24686,6.8
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,35000,190842,116959,52.55,21856,9.82,52.61,35555,9.8
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,40000,256354,157171,70.61,40212,18.07,70.66,65512,18.06
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,45000,302856,185748,83.45,28577,12.84,83.48,46502,12.82
Tudun Wada,,59680162B84327981884458,NGA,ADM2,education,DISTANCE,50000,334719,205311,92.24,19563,8.79,92.27,31863,8.78
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,5000,7136,4091,5.03,4091,5.03,5.06,7136,5.06
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,10000,14692,8422,10.36,4331,5.33,10.42,7556,5.36
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,15000,30677,17586,21.63,9164,11.27,21.75,15985,11.33
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,20000,37992,21811,26.83,4225,5.2,26.93,7315,5.19
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,25000,43201,24798,30.5,2987,3.67,30.63,5209,3.69
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,30000,55808,32025,39.39,7227,8.89,39.57,12607,8.94
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,35000,75755,43470,53.46,11445,14.08,53.71,19947,14.14
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,40000,89251,51207,62.98,7737,9.52,63.27,13496,9.57
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,45000,98960,56825,69.89,5618,6.91,70.16,9709,6.88
Hong,,59680162B84612216171504,NGA,ADM2,education,DISTANCE,50000,104324,59952,73.74,3127,3.85,73.96,5364,3.8
Nganzai,,59680162B84828583281462,NGA,ADM2,education,DISTANCE,35000,0,0,0.0,0,0.0,0.0,0,0.0
Nganzai,,59680162B84828583281462,NGA,ADM2,education,DISTANCE,40000,264,160,0.21,160,0.21,0.21,264,0.21
Nganzai,,59680162B84828583281462,NGA,ADM2,education,DISTANCE,45000,5867,3546,4.62,3386,4.42,4.68,5603,4.47
Nganzai,,59680162B84828583281462,NGA,ADM2,education,DISTANCE,50000,12649,7686,10.02,4140,5.4,10.08,6782,5.41
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,10000,5015,2589,2.3,2589,2.3,2.35,5015,2.35
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,15000,30912,16147,14.37,13558,12.06,14.47,25897,12.13
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,20000,169142,89049,79.24,72902,64.87,79.2,138230,64.73
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,25000,184604,97200,86.49,8151,7.25,86.44,15462,7.24
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,30000,195253,102815,91.49,5615,5.0,91.43,10649,4.99
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,35000,200719,105653,94.01,2838,2.53,93.99,5466,2.56
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,40000,203238,106958,95.17,1305,1.16,95.17,2519,1.18
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,45000,213560,112383,100.0,5425,4.83,100.0,10322,4.83
Ikere,,59680162B84830000650933,NGA,ADM2,education,DISTANCE,50000,213560,112383,100.0,0,0.0,100.0,0,0.0
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,5000,175474,88248,24.69,88248,24.69,24.86,175474,24.86
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,10000,449037,223908,62.64,135660,37.95,63.61,273563,38.75
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,15000,543804,271680,76.0,47772,13.36,77.04,94767,13.43
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,20000,652558,328315,91.84,56635,15.84,92.45,108754,15.41
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,25000,681552,344226,96.29,15911,4.45,96.55,28994,4.11
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,30000,700735,354560,99.19,10334,2.89,99.27,19183,2.72
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,35000,704329,356599,99.76,2039,0.57,99.78,3594,0.51
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,40000,705046,356976,99.86,377,0.11,99.88,717,0.1
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,45000,705365,357158,99.91,182,0.05,99.93,319,0.05
Bwari,,59680162B85175001165051,NGA,ADM2,education,DISTANCE,50000,705678,357347,99.97,189,0.05,99.97,313,0.04
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,5000,87668,44522,36.19,44522,36.19,36.26,87668,36.26
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,10000,159896,81235,66.03,36713,29.84,66.14,72228,29.88
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,15000,199333,101356,82.39,20121,16.36,82.45,39437,16.31
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,20000,224781,114379,92.98,13023,10.59,92.98,25448,10.53
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,25000,237594,120904,98.28,6525,5.3,98.28,12813,5.3
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,30000,239675,121964,99.14,1060,0.86,99.14,2081,0.86
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,35000,239677,121965,99.14,1,0.0,99.14,2,0.0
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,40000,240867,122570,99.63,605,0.49,99.63,1190,0.49
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,45000,241755,123020,100.0,450,0.37,100.0,888,0.37
Ikwerre,,59680162B85189896765318,NGA,ADM2,education,DISTANCE,50000,241755,123020,100.0,0,0.0,100.0,0,0.0
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,5000,2916,1821,3.09,1821,3.09,3.0,2916,3.0
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,10000,12470,7644,12.96,5823,9.87,12.82,9554,9.82
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,15000,22422,13694,23.22,6050,10.26,23.05,9952,10.23
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,20000,28286,17177,29.12,3483,5.9,29.08,5864,6.03
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,25000,30068,18260,30.96,1083,1.84,30.91,1782,1.83
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,30000,32265,19594,33.22,1334,2.26,33.17,2197,2.26
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,35000,32585,19789,33.55,195,0.33,33.5,320,0.33
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,40000,52753,31971,54.2,12182,20.65,54.24,20168,20.74
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,45000,55500,33637,57.03,1666,2.82,57.06,2747,2.82
Gurara,,59680162B85303802109421,NGA,ADM2,education,DISTANCE,50000,57961,35128,59.55,1491,2.53,59.59,2461,2.53
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,5000,136978,70518,30.94,70518,30.94,31.63,136978,31.63
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,10000,273101,143154,62.81,72636,31.87,63.06,136123,31.43
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,15000,376662,198132,86.93,54978,24.12,86.98,103561,23.91
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,20000,397880,209402,91.88,11270,4.94,91.88,21218,4.9
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,25000,406538,213993,93.89,4591,2.01,93.88,8658,2.0
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,30000,410387,216031,94.79,2038,0.89,94.77,3849,0.89
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,35000,412790,217309,95.35,1278,0.56,95.32,2403,0.55
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,40000,414259,218081,95.69,772,0.34,95.66,1469,0.34
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,45000,414427,218171,95.72,90,0.04,95.7,168,0.04
Ona Ara,,59680162B85361781814064,NGA,ADM2,education,DISTANCE,50000,414599,218262,95.76,91,0.04,95.74,172,0.04
Batsari,,59680162B85415328791745,NGA,ADM2,education,DISTANCE,25000,709,437,0.25,437,0.25,0.25,709,0.25
Batsari,,59680162B85415328791745,NGA,ADM2,education,DISTANCE,30000,1206,743,0.42,306,0.17,0.42,497,0.17
Batsari,,59680162B85415328791745,NGA,ADM2,education,DISTANCE,35000,3637,2253,1.27,1510,0.85,1.28,2431,0.85
Batsari,,59680162B85415328791745,NGA,ADM2,education,DISTANCE,40000,8626,5350,3.03,3097,1.75,3.03,4989,1.75
Batsari,,59680162B85415328791745,NGA,ADM2,education,DISTANCE,45000,12380,7682,4.34,2332,1.32,4.35,3754,1.32
Batsari,,59680162B85415328791745,NGA,ADM2,education,DISTANCE,50000,45259,28097,15.89,20415,11.55,15.89,32879,11.55
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,5000,630,375,0.11,375,0.11,0.11,630,0.11
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,10000,932,562,0.16,187,0.05,0.17,302,0.05
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,15000,3142,1912,0.55,1350,0.39,0.56,2210,0.39
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,20000,8470,5211,1.49,3299,0.94,1.51,5328,0.95
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,25000,22683,14034,4.02,8823,2.53,4.03,14213,2.53
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,30000,40248,24944,7.14,10910,3.12,7.15,17565,3.12
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,35000,53710,33309,9.53,8365,2.39,9.54,13462,2.39
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,40000,67918,42142,12.06,8833,2.53,12.07,14208,2.52
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,45000,86354,53600,15.34,11458,3.28,15.34,18436,3.28
Ningi,,59680162B85522063023223,NGA,ADM2,education,DISTANCE,50000,129951,80689,23.1,27089,7.75,23.09,43597,7.75
Shanga,,59680162B85769693016783,NGA,ADM2,education,DISTANCE,35000,152,93,0.05,93,0.05,0.05,152,0.05
Shanga,,59680162B85769693016783,NGA,ADM2,education,DISTANCE,40000,810,496,0.26,403,0.21,0.26,658,0.21
Shanga,,59680162B85769693016783,NGA,ADM2,education,DISTANCE,45000,1905,1154,0.61,658,0.35,0.62,1095,0.35
Shanga,,59680162B85769693016783,NGA,ADM2,education,DISTANCE,50000,2535,1533,0.82,379,0.2,0.82,630,0.2
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,15000,0,0,0.0,0,0.0,0.0,0,0.0
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,20000,3700,2081,2.17,2081,2.17,2.0,3700,2.0
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,25000,11367,6064,6.32,3983,4.15,6.13,7667,4.14
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,30000,39919,20865,21.74,14801,15.42,21.53,28552,15.4
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,35000,76657,39990,41.67,19125,19.93,41.35,36738,19.82
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,40000,128398,66648,69.45,26658,27.78,69.26,51741,27.91
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,45000,157648,81601,85.03,14953,15.58,85.04,29250,15.78
Isi-Uzo,,59680162B86026568122675,NGA,ADM2,education,DISTANCE,50000,180410,93251,97.17,11650,12.14,97.32,22762,12.28
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,5000,0,0,0.0,0,0.0,0.0,0,0.0
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,10000,75,40,0.04,40,0.04,0.04,75,0.04
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,15000,10499,5618,6.22,5578,6.18,6.28,10424,6.23
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,20000,129093,69665,77.16,64047,70.94,77.18,118594,70.9
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,25000,157750,85123,94.28,15458,17.12,94.31,28657,17.13
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,30000,162544,87757,97.2,2634,2.92,97.18,4794,2.87
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,35000,166980,90133,99.83,2376,2.63,99.83,4436,2.65
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,40000,167134,90217,99.92,84,0.09,99.92,154,0.09
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,45000,167261,90285,100.0,68,0.08,100.0,127,0.08
Odo Otin,,59680162B86061563506110,NGA,ADM2,education,DISTANCE,50000,167261,90285,100.0,0,0.0,100.0,0,0.0
Gassol,,59680162B86116731035265,NGA,ADM2,education,DISTANCE,50000,0,0,0.0,0,0.0,0.0,0,0.0
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,10000,1157,717,0.52,717,0.52,0.51,1157,0.51
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,15000,16677,10319,7.5,9602,6.98,7.36,15520,6.85
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,20000,39924,24711,17.95,14392,10.46,17.62,23247,10.26
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,25000,56417,34920,25.37,10209,7.42,24.9,16493,7.28
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,30000,178844,108679,78.95,73759,53.58,78.94,122427,54.04
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,35000,189610,115279,83.75,6600,4.79,83.69,10766,4.75
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,40000,194846,118414,86.02,3135,2.28,86.0,5236,2.31
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,45000,202927,123228,89.52,4814,3.5,89.57,8081,3.57
Dikwa,,59680162B86155479852967,NGA,ADM2,education,DISTANCE,50000,210087,127557,92.67,4329,3.14,92.73,7160,3.16
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,5000,94290,56512,20.04,56512,20.04,20.05,94290,20.05
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,10000,214043,128295,45.5,71783,25.46,45.5,119753,25.46
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,15000,272031,163078,57.84,34783,12.34,57.83,57988,12.33
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,20000,306134,183521,65.09,20443,7.25,65.08,34103,7.25
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,25000,330851,198349,70.34,14828,5.26,70.34,24717,5.25
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,30000,341811,204918,72.67,6569,2.33,72.67,10960,2.33
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,35000,346985,208020,73.77,3102,1.1,73.77,5174,1.1
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,40000,358942,215202,76.32,7182,2.55,76.31,11957,2.54
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,45000,373641,224006,79.44,8804,3.12,79.43,14699,3.12
Lafia,,59680162B86357482908219,NGA,ADM2,education,DISTANCE,50000,379856,227733,80.76,3727,1.32,80.76,6215,1.32
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,20000,210,125,0.14,125,0.14,0.15,210,0.15
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,25000,687,412,0.46,287,0.32,0.48,477,0.33
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,30000,6964,4191,4.71,3779,4.25,4.82,6277,4.34
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,35000,15989,9729,10.93,5538,6.22,11.06,9025,6.25
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,40000,23218,14173,15.92,4444,4.99,16.07,7229,5.0
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,45000,30637,18757,21.07,4584,5.15,21.2,7419,5.13
Buji,,59680162B86414227144381,NGA,ADM2,education,DISTANCE,50000,67780,41676,46.82,22919,25.75,46.9,37143,25.7
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,20000,1591,879,1.03,879,1.03,1.0,1591,1.0
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,25000,10361,5566,6.55,4687,5.52,6.51,8770,5.51
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,30000,72902,38931,45.84,33365,39.28,45.83,62541,39.31
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,35000,107084,57131,67.27,18200,21.43,67.31,34182,21.49
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,40000,117905,62876,74.03,5745,6.76,74.11,10821,6.8
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,45000,126240,67339,79.29,4463,5.25,79.35,8335,5.24
Bekwarra,,59680162B86980115162892,NGA,ADM2,education,DISTANCE,50000,151957,81154,95.55,13815,16.27,95.52,25717,16.17
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,10000,0,0,0.0,0,0.0,0.0,0,0.0
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,15000,11632,5695,4.66,5695,4.66,4.82,11632,4.82
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,20000,71894,35766,29.28,30071,24.62,29.8,60262,24.98
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,25000,140524,70722,57.9,34956,28.62,58.25,68630,28.45
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,30000,232739,117803,96.44,47081,38.54,96.47,92215,38.22
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,35000,241259,122150,100.0,4347,3.56,100.0,8520,3.53
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,40000,241259,122150,100.0,0,0.0,100.0,0,0.0
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,45000,241259,122150,100.0,0,0.0,100.0,0,0.0
Isiala-Ngwa North,,59680162B87049040782715,NGA,ADM2,education,DISTANCE,50000,241259,122150,100.0,0,0.0,100.0,0,0.0
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,5000,14423,8828,6.14,8828,6.14,6.14,14423,6.14
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,10000,71316,43650,30.36,34822,24.22,30.38,56893,24.24
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,15000,101638,62207,43.27,18557,12.91,43.3,30322,12.92
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,20000,124856,76425,53.16,14218,9.89,53.19,23218,9.89
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,25000,137319,84065,58.47,7640,5.31,58.5,12463,5.31
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,30000,143369,87771,61.05,3706,2.58,61.08,6050,2.58
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,35000,149891,91767,63.83,3996,2.78,63.86,6522,2.78
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,40000,159583,97701,67.96,5934,4.13,67.98,9692,4.13
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,45000,184711,113107,78.67,15406,10.72,78.69,25128,10.7
Rimi,,59680162B87154562016330,NGA,ADM2,education,DISTANCE,50000,187762,114975,79.97,1868,1.3,79.99,3051,1.3
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,20000,1644,855,1.7,855,1.7,1.7,1644,1.7
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,25000,65611,34153,67.77,33298,66.07,67.81,63967,66.11
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,30000,96669,50348,99.91,16195,32.14,99.91,31058,32.1
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,35000,96758,50395,100.0,47,0.09,100.0,89,0.09
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,40000,96758,50395,100.0,0,0.0,100.0,0,0.0
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,45000,96758,50395,100.0,0,0.0,100.0,0,0.0
Ika,,59680162B87230656090923,NGA,ADM2,education,DISTANCE,50000,96758,50395,100.0,0,0.0,100.0,0,0.0
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,15000,702,436,0.37,436,0.37,0.37,702,0.37
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,20000,1588,988,0.84,552,0.47,0.84,886,0.47
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,25000,15025,9343,7.97,8355,7.13,7.95,13437,7.11
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,30000,38570,23980,20.46,14637,12.49,20.41,23545,12.46
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,35000,47207,29337,25.03,5357,4.57,24.98,8637,4.57
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,40000,54068,33586,28.65,4249,3.62,28.61,6861,3.63
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,45000,67686,42050,35.87,8464,7.22,35.82,13618,7.21
Ngaski,,59680162B87284296025200,NGA,ADM2,education,DISTANCE,50000,74105,46027,39.26,3977,3.39,39.21,6419,3.4
Maradun,,59680162B87372052025364,NGA,ADM2,education,DISTANCE,50000,4287,2606,1.09,2606,1.09,1.11,4287,1.11
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,5000,10614,5560,7.67,5560,7.67,7.66,10614,7.66
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,10000,14962,7830,10.8,2270,3.13,10.8,4348,3.14
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,15000,16782,8784,12.12,954,1.32,12.11,1820,1.31
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,20000,55085,28851,39.8,20067,27.68,39.75,38303,27.64
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,25000,99153,51936,71.64,23085,31.84,71.56,44068,31.8
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,30000,111457,58327,80.45,6391,8.82,80.44,12304,8.88
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,35000,113909,59611,82.22,1284,1.77,82.21,2452,1.77
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,40000,114666,60008,82.77,397,0.55,82.75,757,0.55
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,45000,118302,61913,85.4,1905,2.63,85.38,3636,2.62
Ini,,59680162B87442417129591,NGA,ADM2,education,DISTANCE,50000,119297,62434,86.12,521,0.72,86.1,995,0.72
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,5000,26328,16198,12.65,16198,12.65,12.68,26328,12.68
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,10000,31035,19099,14.92,2901,2.27,14.94,4707,2.27
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,15000,54834,33801,26.4,14702,11.49,26.4,23799,11.46
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,20000,98043,60495,47.26,26694,20.85,47.21,43209,20.8
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,25000,104660,64582,50.45,4087,3.19,50.39,6617,3.19
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,30000,111486,68784,53.73,4202,3.28,53.68,6826,3.29
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,35000,119729,73872,57.71,5088,3.97,57.65,8243,3.97
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,40000,132197,81559,63.71,7687,6.0,63.65,12468,6.0
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,45000,137198,84648,66.13,3089,2.41,66.06,5001,2.41
Doma,,59680162B87556890682936,NGA,ADM2,education,DISTANCE,50000,139759,86225,67.36,1577,1.23,67.29,2561,1.23
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,5000,49207,29727,10.62,29727,10.62,10.63,49207,10.63
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,10000,141151,85274,30.47,55547,19.85,30.49,91944,19.86
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,15000,162381,98102,35.05,12828,4.58,35.07,21230,4.59
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,20000,186903,112921,40.35,14819,5.29,40.37,24522,5.3
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,25000,204028,123293,44.05,10372,3.71,44.07,17125,3.7
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,30000,240322,145314,51.92,22021,7.87,51.91,36294,7.84
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,35000,348998,211235,75.47,65921,23.55,75.38,108676,23.47
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,40000,394835,238852,85.34,27617,9.87,85.29,45837,9.9
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,45000,413663,250153,89.38,11301,4.04,89.35,18828,4.07
Sumaila,,59680162B87731060313783,NGA,ADM2,education,DISTANCE,50000,427427,258424,92.33,8271,2.96,92.33,13764,2.97
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,5000,870,452,0.4,452,0.4,0.4,870,0.4
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,10000,870,452,0.4,0,0.0,0.4,0,0.0
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,15000,870,452,0.4,0,0.0,0.4,0,0.0
